,Player,Team,Pos,Age,ID,HitTool,Discipline,Power,Speed,Durability
1276,Brett Wisely,ATL,2B/SS/3B,26.5,689172,104.0,104.0,94.0,102.0,112.0
1277,Jake Fraley,ATL,RF/LF,30.4,641584,,,,102.0,98.0
1278,Eli White,ATL,RF/LF/CF,31.4,642201,106.0,98.0,102.0,112.0,104.0
1279,Ozzie Albies,ATL,2B,28.8,645277,,,,97.0,125.0
1280,Chuckie Robinson,ATL,C,30.9,642020,103.0,89.0,92.0,87.0,94.0
1281,Austin Nola,ATL,C,35.8,543592,105.0,99.0,90.0,81.0,79.0
1282,Adam Zebrowski,ATL,C,25.1,700845,99.0,88.0,101.0,88.0,94.0
1283,Tyler Tolve,ATL,C,25.3,681172,100.0,82.0,109.0,88.0,
1284,Austin Machado,ATL,C,24.4,827629,101.0,,,,
1285,Will King,ATL,C,22.2,814448,,,,,
1286,Nick Montgomery,ATL,C,20.0,807277,97.0,91.0,96.0,84.0,100.0
1287,Luis Parababire,ATL,C/1B,19.6,808538,,,,,
1288,Will Verdung,ATL,1B/3B/2B,22.4,815299,101.0,115.0,85.0,94.0,92.0
1289,Drew Compton,ATL,1B,24.6,686541,102.0,99.0,94.0,85.0,107.0
1290,Mason Guerra,ATL,1B/3B,23.2,701653,96.0,104.0,100.0,78.0,104.0
1291,Joe Olsavsky,ATL,1B/3B/2B,23.6,815586,97.0,112.0,93.0,96.0,98.0
1292,Carlos Monteverde,ATL,1B/RF/LF,19.9,808272,91.0,,,,
1293,Dixon Williams,ATL,2B/3B/SS,21.9,703483,99.0,,,111.0,
1294,Ambioris Tavarez,ATL,2B/SS,22.0,694222,94.0,92.0,94.0,111.0,101.0
1295,Colby Jones,ATL,2B/3B/SS,22.1,803475,98.0,110.0,83.0,137.0,112.0
1296,Mario Baez,ATL,2B/SS,19.2,808545,,,,,
1297,David McCabe,ATL,3B/1B,25.6,678173,101.0,106.0,104.0,86.0,109.0
1298,E.J. Exposito,ATL,3B/2B/1B,24.5,802991,101.0,93.0,104.0,106.0,100.0
1299,Keshawn Ogans,ATL,3B/2B,24.2,687248,103.0,105.0,91.0,101.0,94.0
1300,Luis Sanchez,ATL,3B/2B,21.8,800506,105.0,107.0,90.0,95.0,81.0
1301,Juan Mateo,ATL,3B/SS/2B,18.5,821379,104.0,,,99.0,
1302,Jim Jarvis,ATL,SS/2B/3B,25.0,805347,105.0,118.0,86.0,108.0,102.0
1303,Luke Waddell,ATL,SS/2B/3B,27.3,680672,106.0,123.0,75.0,95.0,97.0
1304,Cal Conley,ATL,SS/2B/3B,26.3,695462,104.0,94.0,84.0,112.0,116.0
1305,Lizandro Espinoza,ATL,SS/CF,23.0,692371,99.0,87.0,97.0,126.0,97.0
1306,Alex Lodise,ATL,SS/2B,21.7,822676,102.0,,,103.0,
1307,John Gil,ATL,SS/3B,19.5,808535,100.0,112.0,98.0,137.0,107.0
1308,Cody Miller,ATL,SS/3B/2B,21.3,811764,101.0,,,125.0,
1309,Tate Southisene,ATL,SS/2B,19.1,816111,99.0,,,,
1310,Jose Perdomo,ATL,SS,19.1,815899,,,,,
1311,Manuel Campos,ATL,SS/2B,18.0,829976,,,,,
1312,Angel Carmona,ATL,SS,18.0,830013,,,,,
1313,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,108.0,126.0,84.0,104.0,111.0
1314,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,108.0,126.0,83.0,104.0,111.0
1315,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,108.0,113.0,84.0,104.0,111.0
1316,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,108.0,113.0,83.0,104.0,111.0
1317,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,107.0,126.0,84.0,104.0,111.0
1318,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,107.0,126.0,83.0,104.0,111.0
1319,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,107.0,113.0,84.0,104.0,111.0
1320,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,107.0,113.0,83.0,104.0,111.0
1321,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,105.0,126.0,84.0,104.0,111.0
1322,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,105.0,126.0,83.0,104.0,111.0
1323,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,105.0,113.0,84.0,104.0,111.0
1324,Carlos Rodriguez,ATL,LF/RF/CF,24.9,677578,105.0,113.0,83.0,104.0,111.0
1325,Patrick Clohisy,ATL,CF/RF/LF,23.9,802117,103.0,101.0,92.0,140.0,116.0
1326,Ethan Workinger,ATL,RF/LF,24.0,689688,102.0,100.0,105.0,99.0,109.0
1327,Cody Milligan,ATL,CF/LF/2B,26.9,687862,100.0,99.0,79.0,117.0,102.0
1328,Kevin Kilpatrick Jr.,ATL,CF/RF/LF,24.9,687201,100.0,95.0,88.0,123.0,104.0
1329,Geraldo Quintero,ATL,LF/2B/3B,24.1,684852,103.0,102.0,97.0,124.0,102.0
1330,Justin Janas,ATL,RF/LF,25.1,805332,107.0,101.0,90.0,97.0,100.0
1331,Logan Braunschweig,ATL,LF/CF/RF,22.9,824742,103.0,,,107.0,
1332,Isaiah Drake,ATL,CF/RF/LF,20.3,806061,105.0,94.0,96.0,131.0,108.0
1333,Eric Hartman,ATL,CF/LF/2B,19.4,807080,100.0,98.0,102.0,141.0,97.0
1334,Luis Guanipa,ATL,CF/RF/LF,19.9,806994,105.0,98.0,89.0,102.0,
1335,Owen Carey,ATL,CF/LF/RF,19.3,826928,105.0,102.0,93.0,104.0,117.0
1336,Douglas Glod,ATL,RF/LF,20.8,800180,94.0,98.0,106.0,88.0,85.0
1337,Diego Tornes,ATL,CF/RF/LF,17.3,829053,,,,,
1338,Conor Essenburg,ATL,SP/RF/LF,19.1,828148,,,,,
1339,Junior Garcia (atl),ATL,CF/RF/LF,20.3,815010,97.0,,,99.0,
1340,Michael Martinez (atl),ATL,LF/RF,18.8,824765,,,,,
1341,Juan Espinal,ATL,RF/CF/LF,19.1,821042,,,,,
1342,Gabriel Cesa,ATL,LF/RF/CF,19.2,821014,,,,,
1343,Conor Essenburg,ATL,SP/RF/LF,19.1,828148,,,,,
1344,Michael Busch,CHC,1B,28.0,683737,105.0,109.0,121.0,91.0,125.0
1345,Nico Hoerner,CHC,2B/SS,28.5,663538,,,,106.0,121.0
1346,Ian Happ,CHC,LF/CF,31.2,664023,,,,94.0,127.0
1347,Seiya Suzuki,CHC,RF/LF,31.2,673548,,,,97.0,124.0
1348,Moises Ballesteros,CHC,C,22.0,694208,108.0,106.0,101.0,86.0,112.0
1349,Carson Kelly,CHC,C,31.3,608348,,,,81.0,103.0
1350,Pete Crow-Armstrong,CHC,CF,23.6,691718,104.0,88.0,122.0,131.0,121.0
1351,Dansby Swanson,CHC,SS,31.7,621020,,,,102.0,130.0
1352,Matt Shaw,CHC,3B/2B/SS,24.0,807713,100.0,113.0,114.0,113.0,120.0
1353,Miguel Amaya,CHC,C,26.7,665804,98.0,,,81.0,76.0
1354,Reese McGuire,CHC,C,30.7,624512,104.0,,,88.0,88.0
1355,Kevin Alcantara,CHC,CF/LF/RF,23.3,682634,101.0,96.0,110.0,99.0,107.0
1356,Owen Caissie,CHC,RF/LF/CF,23.3,683357,103.0,98.0,120.0,93.0,103.0
1357,Justin Turner,CHC,1B/3B,40.9,457759,,,,91.0,102.0
1358,Pablo Aliendo,CHC,C/1B,24.4,680846,100.0,83.0,111.0,88.0,95.0
1359,Caleb Knight,CHC,C,29.8,676332,100.0,82.0,,89.0,
1360,Casey Opitz,CHC,C,27.3,676053,96.0,99.0,99.0,90.0,80.0
1361,Ariel Armas,CHC,C,22.9,813666,100.0,103.0,96.0,98.0,93.0
1362,Ethan Hearn,CHC,C/1B,25.2,683001,99.0,84.0,101.0,96.0,96.0
1363,Owen Ayers,CHC,C/1B,24.4,689196,100.0,98.0,112.0,102.0,85.0
1364,Logan Poteet,CHC,C,22.0,804751,,,,,
1365,Michael Carico,CHC,C,23.2,801686,,,,,
1366,Justin Stransky,CHC,C,23.1,833458,,,,,
1367,Jairo J. Diaz,CHC,C/1B,21.3,801260,,,,,
1368,Daniel Campos,CHC,C/1B,19.9,808121,,,,,
1369,Ivan Cespedes,CHC,C/1B,20.3,816406,,,,,
1370,Jonathon Long,CHC,1B/3B/LF,23.8,675085,102.0,110.0,106.0,84.0,118.0
1371,BJ Murray Jr.,CHC,1B/3B,25.8,681230,100.0,109.0,104.0,102.0,109.0
1372,Haydn McGeary,CHC,1B,26.1,702333,98.0,102.0,106.0,87.0,
1373,Cameron Sisneros,CHC,1B/LF,24.4,815133,101.0,115.0,102.0,97.0,94.0
1374,Matt Halbach,CHC,1B/3B,22.8,801561,100.0,101.0,105.0,83.0,110.0
1375,Brian Kalmer,CHC,1B,25.2,687260,101.0,96.0,111.0,91.0,98.0
1376,Cole Mathis,CHC,1B/3B,22.3,695573,98.0,,,91.0,
1377,Edgardo De Leon,CHC,1B/3B,18.7,821279,,,,,
1378,James Triantos,CHC,2B/CF/LF,22.8,701649,104.0,107.0,92.0,122.0,104.0
1379,Hayden Cantrelle,CHC,2B/SS/RF,26.9,676463,97.0,103.0,78.0,117.0,99.0
1380,Reivaj Garcia,CHC,2B/3B/SS,24.2,678706,107.0,100.0,85.0,102.0,90.0
1381,Alexis Hernandez,CHC,2B/SS/3B,20.9,703161,96.0,93.0,89.0,105.0,
1382,Ty Southisene,CHC,2B,20.3,807257,101.0,124.0,79.0,124.0,100.0
1383,Juan Cabada,CHC,2B/3B,17.5,829040,,,,,
1384,Ezequiel Pena,CHC,2B/3B,19.1,821101,,,,,
1385,Pedro Ramirez,CHC,3B/2B/LF,21.6,699393,105.0,110.0,95.0,110.0,116.0
1386,Chase Strumpf,CHC,3B/2B/1B,27.7,668664,95.0,102.0,106.0,93.0,98.0
1387,Christian Olive,CHC,3B/CF/LF,22.0,700840,100.0,107.0,95.0,122.0,94.0
1388,Reginald Preciado,CHC,3B/2B/LF,22.5,691262,103.0,86.0,92.0,105.0,87.0
1389,Drew Bowser,CHC,3B/2B/1B,24.1,690958,98.0,96.0,93.0,107.0,96.0
1390,Christopher Paciolla,CHC,3B/2B,21.6,800627,101.0,88.0,94.0,103.0,
1391,Jefferson Rojas,CHC,SS/2B/3B,20.5,800473,102.0,109.0,107.0,108.0,110.0
1392,Cristian Hernandez,CHC,SS/2B,21.9,694183,102.0,96.0,96.0,130.0,107.0
1393,Ed Howard,CHC,SS/2B,24.2,690992,100.0,86.0,88.0,98.0,
1394,Angel Cepeda,CHC,SS/CF/2B,20.0,806980,99.0,90.0,102.0,121.0,100.0
1395,Yahil Melendez,CHC,SS/3B/2B,20.2,806161,92.0,97.0,94.0,108.0,75.0
1396,Eriandys Ramon,CHC,SS/3B/2B,22.8,814546,104.0,86.0,95.0,102.0,78.0
1397,Juan Tomas,CHC,SS,17.9,829823,,,,,
1398,Fernando Cruz,CHC,SS/2B,19.0,815890,,,,,
1399,Derniche Valdez,CHC,SS/2B/CF,19.6,806961,,,,,
1400,Brett Bateman,CHC,CF/RF/LF,23.6,703520,100.0,122.0,82.0,106.0,103.0
1401,Jordan Nwogu,CHC,LF/RF/CF,26.7,685087,102.0,88.0,97.0,113.0,98.0
1402,Parker Chavers,CHC,RF/LF/CF,27.3,685091,102.0,107.0,94.0,112.0,100.0
1403,Edgar Alvarez,CHC,LF/1B/3B,24.7,827294,102.0,99.0,97.0,89.0,101.0
1404,Carter Trice,CHC,CF/LF/1B,23.2,807714,96.0,104.0,117.0,114.0,98.0
1405,Andy Garriola,CHC,LF/RF/CF,25.9,696513,100.0,90.0,113.0,96.0,102.0
1406,Kane Kepley,CHC,CF/RF/LF,21.7,823807,100.0,,,132.0,
1407,Leonel Espinoza,CHC,CF/RF/LF,22.6,696083,104.0,93.0,99.0,117.0,106.0
1408,Jose Escobar,CHC,LF/2B/CF,21.1,803241,102.0,100.0,97.0,102.0,101.0
1409,Kade Snell,CHC,LF/RF/CF,23.3,820835,102.0,,,139.0,
1410,Ethan Conrad,CHC,CF/RF/1B,21.3,828255,,,,,
1411,Eli Lovich,CHC,RF/LF/CF,20.3,815654,99.0,,91.0,109.0,97.0
1412,Alexey Lumpuy,CHC,RF/CF/LF,21.7,815121,98.0,82.0,110.0,134.0,109.0
1413,Derik Alcantara,CHC,LF/RF/CF,20.7,814131,101.0,,,,
1414,Darlyn De Leon,CHC,CF/RF/LF,20.7,800391,,,,,
1415,Josiah Hartshorn,CHC,RF/LF,18.8,815824,,,,,
1416,Geuri Lubo,CHC,RF/LF,22.1,702895,,,,,
1417,Luis H. Sanchez,CHC,CF/RF/LF,17.8,829829,,,,,
1418,Freiker Betencourt,CHC,CF/RF/LF,17.3,829870,,,,,
1419,TJ Friedl,CIN,CF,30.2,670770,,,,89.0,123.0
1420,Noelvi Marte,CIN,RF/3B,24.0,682622,102.0,102.0,110.0,109.0,104.0
1421,Elly De La Cruz,CIN,SS,23.8,682829,96.0,,142.0,122.0,130.0
1422,Spencer Steer,CIN,1B/LF,27.9,668715,,,,95.0,120.0
1423,Sal Stewart,CIN,3B/2B/1B,21.9,701398,108.0,108.0,112.0,99.0,115.0
1424,Gavin Lux,CIN,2B/LF,27.9,666158,,,,91.0,116.0
1425,Tyler Stephenson,CIN,C,29.2,663886,,,,81.0,103.0
1426,Ke'Bryan Hayes,CIN,3B,28.8,663647,,,,87.0,122.0
1427,Matt McLain,CIN,2B/SS,26.2,680574,96.0,,,103.0,116.0
1428,Jose Trevino,CIN,C,32.9,624431,,,,89.0,98.0
1429,Christian Encarnacion-Strand,CIN,1B/3B,25.9,687952,104.0,90.0,120.0,89.0,103.0
1430,Tyler Callihan,CIN,2B/LF/1B,25.4,682997,102.0,95.0,107.0,111.0,
1431,Will Benson,CIN,RF/LF/CF,27.4,666181,96.0,105.0,105.0,108.0,115.0
1432,Austin Hays,CIN,LF/RF,30.3,669720,,,,96.0,109.0
1433,Will Banfield,CIN,C,26.0,677943,102.0,87.0,100.0,83.0,96.0
1434,Eric Yang,CIN,C,27.6,687066,99.0,102.0,78.0,80.0,
1435,Michael Trautwein,CIN,C,26.1,681114,97.0,94.0,100.0,93.0,
1436,Connor Burns,CIN,C,23.9,694829,93.0,89.0,111.0,83.0,91.0
1437,Cade Hunter,CIN,C/1B/LF,24.9,687192,98.0,97.0,100.0,91.0,92.0
1438,Alfredo Duno,CIN,C,19.8,806957,97.0,113.0,128.0,94.0,102.0
1439,Ryan McCrystal,CIN,C/1B,23.1,701734,107.0,92.0,92.0,86.0,96.0
1440,Logan Tanner,CIN,C,25.0,683091,96.0,99.0,103.0,83.0,
1441,Jacob Friend,CIN,C/LF/RF,22.7,701820,95.0,114.0,,100.0,89.0
1442,Diego Omana,CIN,C,22.8,699111,103.0,90.0,,79.0,
1443,Jirvin Morillo,CIN,C,18.8,821073,,,,,
1444,Ruben Ibarra,CIN,1B,26.5,702140,99.0,97.0,116.0,80.0,103.0
1445,Cam Collier,CIN,1B/3B,21.0,702253,100.0,103.0,101.0,84.0,98.0
1446,John Michael Faile,CIN,1B/C,25.5,702114,101.0,88.0,112.0,84.0,94.0
1447,Jack Moss,CIN,1B/LF,24.0,694380,106.0,104.0,66.0,83.0,
1448,Drew Davies,CIN,1B/LF/RF,19.9,806730,98.0,,,100.0,105.0
1449,Ty Doucette,CIN,1B,21.7,802494,,,,,
1450,Yael Romero,CIN,1B,20.1,806873,,,,,
1451,Jaset Martinez,CIN,1B,18.9,820955,,,,,
1452,Francisco Urbaez,CIN,2B/3B/LF,28.1,688005,106.0,117.0,95.0,92.0,96.0
1453,Trey Faltine,CIN,2B/SS/LF,24.8,683104,94.0,89.0,101.0,119.0,78.0
1454,Johnny Ascanio,CIN,2B/3B/LF,22.3,691392,99.0,111.0,85.0,92.0,95.0
1455,Dominic Pitelli,CIN,2B/SS/3B,23.8,694689,99.0,93.0,89.0,121.0,102.0
1456,Peyton Stovall,CIN,2B/1B/3B,22.7,696510,99.0,119.0,92.0,104.0,89.0
1457,Victor M. Acosta,CIN,2B/SS/3B,21.4,694193,103.0,99.0,86.0,104.0,98.0
1458,Bernard Moon,CIN,2B/LF,20.6,807239,98.0,98.0,98.0,111.0,108.0
1459,Alfredo Alcantara,CIN,2B/3B/SS,20.0,807643,100.0,,,96.0,
1460,Rafhlmil Torres,CIN,2B/SS,20.2,807951,102.0,,,,
1461,Nayerich Waterfort,CIN,2B/3B/RF,19.6,820938,,,,,
1462,Austin Callahan,CIN,3B/2B/1B,24.4,702472,101.0,86.0,94.0,101.0,96.0
1463,Carter Graham,CIN,3B/1B,24.1,807728,101.0,91.0,101.0,101.0,99.0
1464,Ricardo Cabrera,CIN,3B/SS/2B,21.0,703150,102.0,88.0,100.0,107.0,
1465,Ricardo Cabrera,CIN,3B/SS/2B,21.0,703150,99.0,88.0,100.0,107.0,
1466,Sheng-En Lin,CIN,SP/3B,20.2,806823,,,,,
1467,Ichiro Cano,CIN,3B/1B,20.7,802560,99.0,,,,
1468,Angel Salio,CIN,3B/SS,17.7,825620,,,,,
1469,Edwin Arroyo,CIN,SS/2B,22.2,695490,107.0,96.0,95.0,106.0,108.0
1470,Leonardo Balcazar,CIN,SS/2B,21.4,699114,104.0,99.0,96.0,96.0,105.0
1471,Leonardo Balcazar,CIN,SS/2B,21.4,699114,98.0,99.0,96.0,96.0,105.0
1472,Tyson Lewis,CIN,SS,19.8,815653,100.0,,,125.0,
1473,Carlos Sanchez,CIN,SS/3B,20.8,800176,100.0,101.0,100.0,108.0,101.0
1474,Carlos Sanchez,CIN,SS/3B,20.8,800176,100.0,101.0,87.0,108.0,101.0
1475,Carlos Sanchez,CIN,SS/3B,20.8,800176,100.0,100.0,100.0,108.0,101.0
1476,Carlos Sanchez,CIN,SS/3B,20.8,800176,100.0,100.0,87.0,108.0,101.0
1477,Carlos Sanchez,CIN,SS/3B,20.8,800176,96.0,101.0,100.0,108.0,101.0
1478,Carlos Sanchez,CIN,SS/3B,20.8,800176,96.0,101.0,87.0,108.0,101.0
1479,Carlos Sanchez,CIN,SS/3B,20.8,800176,96.0,100.0,100.0,108.0,101.0
1480,Carlos Sanchez,CIN,SS/3B,20.8,800176,96.0,100.0,87.0,108.0,101.0
1481,Steele Hall,CIN,SS,18.3,829162,,,,,
1482,Liberts Aponte,CIN,SS,18.0,829051,,,,,
1483,Naibel Mariano,CIN,SS/3B,19.2,807648,,,,,
1484,Hansel Jimenez,CIN,SS/3B,18.9,823851,,,,,
1485,Blake Dunn,CIN,CF/LF/RF,27.2,694362,100.0,104.0,98.0,111.0,112.0
1486,Rece Hinds,CIN,RF/CF/LF,25.2,677956,103.0,84.0,122.0,114.0,106.0
1487,Hector Rodriguez,CIN,LF/RF,21.6,699302,108.0,98.0,110.0,106.0,114.0
1488,Jack Rogers,CIN,RF/1B/LF,26.6,679788,100.0,90.0,101.0,94.0,97.0
1489,Ivan Johnson,CIN,LF/2B/RF,27.1,671155,101.0,95.0,105.0,110.0,84.0
1490,Austin Hendrick,CIN,RF/CF,24.4,690988,100.0,84.0,106.0,96.0,101.0
1491,Carlos Jorge,CIN,CF/RF/LF,22.1,699115,102.0,99.0,94.0,127.0,103.0
1492,Jay Allen,CIN,CF/LF/RF,22.9,695481,98.0,97.0,98.0,118.0,104.0
1493,Ethan O'Donnell,CIN,CF/LF/RF,23.6,807751,102.0,94.0,97.0,109.0,109.0
1494,Anthony Stephan,CIN,LF/1B/RF,22.9,803174,102.0,100.0,103.0,99.0,94.0
1495,Mason Neville,CIN,LF/RF/CF,21.8,702563,94.0,,,101.0,
1496,Yerlin Confidan,CIN,RF/CF/LF,22.9,691398,92.0,96.0,106.0,103.0,98.0
1497,Kyle Henley,CIN,CF,20.9,806120,97.0,83.0,83.0,147.0,101.0
1498,Esmith Pineda,CIN,RF/LF,21.0,703204,104.0,96.0,104.0,91.0,105.0
1499,Myles Smith,CIN,LF/RF/CF,23.3,701737,98.0,115.0,,111.0,95.0
1500,Arnaldo Lantigua,CIN,RF/LF/CF,19.9,806984,102.0,,,100.0,
1501,Eli Pitts,CIN,CF/LF/RF,18.9,812503,,,,,
1502,Kien Vu,CIN,LF/CF/RF,22.1,809844,100.0,,,122.0,
1503,Eddy Isturiz,CIN,LF/RF,21.8,699108,95.0,,,,
1504,Adolfo Sanchez,CIN,CF/RF/LF,19.1,807645,,,,,
1505,Pablo Nunez,CIN,CF/LF/RF,19.0,807647,,,,,
1506,Yeycol Soriano,CIN,CF/RF,20.2,807649,,,,,
1507,Anielson Buten,CIN,LF/CF/RF,20.1,808004,,,,,
1508,Yojanser Calzado,CIN,CF/LF/RF,18.5,821814,,,,,
1509,Peson Revierre,CIN,LF/RF,18.9,820944,,,,,
1510,Sheng-En Lin,CIN,SP/3B,20.2,806823,,,,,
1511,Ezequiel Tovar,COL,SS,24.3,678662,100.0,,,86.0,112.0
1512,Mickey Moniak,COL,CF/RF/LF,27.5,666160,106.0,,,107.0,117.0
1513,Hunter Goodman,COL,C,26.1,696100,99.0,96.0,144.0,83.0,121.0
1514,Jordan Beck,COL,LF/RF/CF,24.5,687597,99.0,98.0,116.0,110.0,126.0
1515,Brenton Doyle,COL,CF,27.5,686668,95.0,,,105.0,121.0
1516,Thairo Estrada,COL,2B/SS,29.7,642731,106.0,,,98.0,86.0
1517,Blaine Crim,COL,1B,28.4,688760,101.0,105.0,108.0,88.0,116.0
1518,Zac Veen,COL,RF/LF/CF,23.9,691728,104.0,94.0,103.0,119.0,107.0
1519,Kyle Karros,COL,3B/1B,23.3,691720,104.0,101.0,103.0,93.0,110.0
1520,Braxton Fulford (col),COL,C,26.9,690924,101.0,98.0,123.0,97.0,95.0
1521,Michael Toglia,COL,1B,27.2,669911,101.0,97.0,117.0,91.0,120.0
1522,Ryan Ritter,COL,SS/2B,25.0,690022,98.0,97.0,119.0,100.0,108.0
1523,Tyler Freeman,COL,RF/2B/CF,26.5,671289,104.0,,,111.0,107.0
1524,Kyle Farmer,COL,2B/3B/SS,35.2,571657,,,,80.0,107.0
1525,Kris Bryant,COL,1B/RF/LF,33.8,592178,,,,83.0,
1526,Drew Romo,COL,C,24.2,691011,104.0,90.0,98.0,92.0,89.0
1527,Bryant Betancourt,COL,C/1B,22.1,700164,102.0,102.0,98.0,90.0,97.0
1528,Daniel Cope,COL,C,28.4,684543,97.0,90.0,87.0,84.0,
1529,Cole Messina,COL,C,22.5,701783,101.0,112.0,96.0,99.0,106.0
1530,Ben McCabe,COL,C,25.7,701100,97.0,84.0,92.0,93.0,
1531,Matt Klein,COL,C/1B,22.1,702600,,,,,
1532,Alan Espinal,COL,C,23.8,694541,98.0,83.0,95.0,103.0,92.0
1533,Zach Rogacki,COL,C/RF/LF,22.3,836051,,,,,
1534,Juan Freitez,COL,C,19.9,815438,,,,,
1535,Warming Bernabel,COL,1B/3B,23.4,682653,107.0,99.0,90.0,93.0,106.0
1536,Zach Kokoska,COL,1B/RF/LF,27.0,694808,99.0,88.0,116.0,113.0,90.0
1537,Charlie Condon,COL,1B/LF/3B,22.6,809707,98.0,98.0,108.0,90.0,111.0
1538,Aidan Longwell,COL,1B/LF,24.0,815067,106.0,99.0,105.0,90.0,105.0
1539,Kevin Fitzer,COL,1B/LF/3B,24.0,822624,102.0,95.0,97.0,96.0,115.0
1540,Jimmy Obertop,COL,1B/C,26.4,6,,,,,
1541,Tanner Thach,COL,1B/RF,21.6,805880,103.0,,,,
1542,Luis Mendez,COL,1B/2B/3B,23.0,692591,99.0,101.0,92.0,111.0,
1543,Ronny Ugarte,COL,1B,20.9,800164,,,,,
1544,Adael Amador,COL,2B,22.6,691182,103.0,119.0,103.0,109.0,110.0
1545,Roc Riggio,COL,2B,23.4,691792,100.0,104.0,114.0,116.0,104.0
1546,Roynier Hernandez,COL,2B/3B,20.9,800281,107.0,111.0,85.0,100.0,94.0
1547,Jean Perez,COL,2B/3B/LF,23.3,691685,106.0,80.0,93.0,111.0,83.0
1548,Dariel Garcia,COL,2B/LF/CF,18.9,821761,,,,,
1549,Blake Wright,COL,3B/2B,23.7,694543,104.0,107.0,99.0,98.0,108.0
1550,Skyler Messinger,COL,3B/1B/LF,27.0,676038,102.0,91.0,104.0,102.0,101.0
1551,Nic Kent,COL,3B/2B/1B,25.6,684715,101.0,99.0,92.0,94.0,103.0
1552,Ethan Hedges,COL,3B,21.5,805260,98.0,,,,
1553,Wilder Dalis,COL,3B/SS/2B,19.3,815195,99.0,,,115.0,
1554,Larry Suero,COL,3B,17.5,829050,,,,,
1555,Eriel Dihigo,COL,3B,19.0,821128,,,,,
1556,Jose D. Torres,COL,SS/3B/2B,26.1,686958,101.0,87.0,103.0,102.0,100.0
1557,Andy Perez,COL,SS/3B,21.4,700321,110.0,94.0,94.0,112.0,114.0
1558,Dyan Jorge,COL,SS/2B,22.6,694170,100.0,101.0,84.0,114.0,112.0
1559,Kelvin Hidalgo,COL,SS/3B/2B,20.7,800193,101.0,89.0,96.0,122.0,110.0
1560,Ethan Holliday,COL,SS,18.7,815787,92.0,,,,
1561,Ashly Andujar,COL,SS,18.3,815903,,,,,
1562,Kamuel Villar,COL,SS/2B,18.2,829958,,,,,
1563,Sebastian Blanco,COL,SS/2B,17.8,829949,,,,,
1564,Yanquiel Fernandez,COL,RF/LF,22.8,692585,104.0,93.0,113.0,83.0,109.0
1565,Sterlin Thompson,COL,LF/RF,24.4,694514,103.0,98.0,109.0,101.0,108.0
1566,Braylen Wimmer,COL,LF/2B/3B,24.9,687918,104.0,94.0,105.0,115.0,114.0
1567,Braiden Ward,COL,CF/LF/2B,26.8,685274,103.0,100.0,80.0,145.0,101.0
1568,Trevor Boone,COL,CF/RF/LF,28.2,685392,97.0,82.0,120.0,105.0,
1569,Cole Carrigg,COL,CF/RF/LF,23.5,694249,102.0,92.0,105.0,136.0,110.0
1570,Jared A. Thomas,COL,LF/CF/RF,22.3,703606,101.0,103.0,103.0,108.0,107.0
1571,Jared A. Thomas,COL,LF/CF/RF,22.3,703606,101.0,102.0,103.0,108.0,107.0
1572,Jared A. Thomas,COL,LF/CF/RF,22.3,703606,98.0,103.0,103.0,108.0,107.0
1573,Jared A. Thomas,COL,LF/CF/RF,22.3,703606,98.0,102.0,103.0,108.0,107.0
1574,Benny Montgomery,COL,RF/CF/LF,23.2,695603,98.0,88.0,91.0,100.0,90.0
1575,Robert Calaz,COL,RF/CF/LF,19.9,806978,101.0,89.0,108.0,103.0,102.0
1576,Max Belyeu,COL,RF/CF/LF,21.9,803284,99.0,,,,
1577,Derek Bernard,COL,LF/RF,20.2,800204,100.0,94.0,107.0,113.0,106.0
1578,Roldy Brito,COL,CF/2B/LF,18.6,821041,103.0,,,125.0,
1579,Tommy Hopfe,COL,LF/2B/CF,23.1,809101,103.0,107.0,99.0,105.0,102.0
1580,Caleb Hobson,COL,CF/RF/LF,23.8,805931,93.0,105.0,92.0,131.0,100.0
1581,Yeiker Reyes,COL,CF/RF/LF,20.0,807975,98.0,98.0,86.0,128.0,110.0
1582,Carlos Renzullo,COL,LF/CF/2B,19.1,827281,,,,,
1583,Cameron Nelson,COL,CF/RF/LF,21.4,806174,,,,,
1584,Aldalay Kolokie,COL,LF/RF,21.2,813985,,,,,
1585,Alessander De La Cruz,COL,RF/LF,19.8,807987,,,,,
1586,Jeremy Ciriaco,COL,CF/2B/SS,19.2,807994,,,,,
1587,Cristian Arguelles,COL,CF,18.3,821692,,,,,
1588,Luis Morejon,COL,LF/RF,17.5,830435,,,,,
1589,Jakob Marsee,MIA,CF/RF/LF,24.4,805300,98.0,116.0,102.0,129.0,117.0
1590,Xavier Edwards,MIA,2B/SS,26.2,669364,111.0,143.0,77.0,109.0,116.0
